row_number,Year,Region,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions
8,2010,Asia-Pacific,Afghanistan,30000,31330000,         <10000,10000,         <10000,         <10000,20000,         <10000,31410000
9,2010,Europe,Albania,580000,2570000,50000,         <10000,         <10000,         <10000,         <10000,         <10000,3200000
10,2010,Middle East-North Africa,Algeria,60000,34730000,660000,         <10000,         <10000,10000,         <10000,         <10000,35470000
11,2010,Asia-Pacific,American Samoa,50000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,60000
12,2010,Europe,Andorra,70000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,80000
13,2010,Sub-Saharan Africa,Angola,17270000,40000,980000,         <10000,         <10000,790000,         <10000,         <10000,19080000
14,2010,Latin America-Caribbean,Anguilla,10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,10000
15,2010,Latin America-Caribbean,Antigua and Barbuda,80000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,90000
16,2010,Latin America-Caribbean,Argentina,34420000,400000,4920000,         <10000,20000,330000,120000,200000,40410000
17,2010,Asia-Pacific,Armenia,3050000,         <10000,40000,         <10000,         <10000,         <10000,         <10000,         <10000,3090000
18,2010,Latin America-Caribbean,Aruba,100000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,110000
19,2010,Asia-Pacific,Australia,14980000,540000,5390000,310000,600000,150000,180000,110000,22270000
20,2010,Europe,Austria,6750000,450000,1130000,         <10000,20000,         <10000,10000,10000,8390000
21,2010,Asia-Pacific,Azerbaijan,280000,8900000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,9190000
22,2010,Latin America-Caribbean,Bahamas,330000,         <10000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,340000
23,2010,Middle East-North Africa,Bahrain,180000,890000,20000,120000,30000,         <10000,         <10000,         <10000,1260000
24,2010,Asia-Pacific,Bangladesh,450000,134430000,         <10000,12680000,920000,100000,100000,         <10000,148690000
25,2010,Latin America-Caribbean,Barbados,260000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,270000
26,2010,Europe,Belarus,6830000,20000,2740000,         <10000,         <10000,         <10000,         <10000,         <10000,9600000
27,2010,Europe,Belgium,6880000,630000,3110000,         <10000,30000,20000,10000,30000,10710000
28,2010,Latin America-Caribbean,Belize,270000,         <10000,30000,         <10000,         <10000,         <10000,         <10000,         <10000,310000
29,2010,Sub-Saharan Africa,Benin,4690000,2110000,450000,         <10000,         <10000,1600000,         <10000,         <10000,8850000
30,2010,North America,Bermuda,50000,         <10000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,60000
31,2010,Asia-Pacific,Bhutan,         <10000,         <10000,         <10000,160000,540000,10000,         <10000,         <10000,730000
32,2010,Latin America-Caribbean,Bolivia,9330000,         <10000,400000,         <10000,         <10000,90000,100000,         <10000,9930000
33,2010,Europe,Bosnia-Herzegovina,1970000,1700000,90000,         <10000,         <10000,         <10000,         <10000,         <10000,3760000
34,2010,Sub-Saharan Africa,Botswana,1450000,         <10000,410000,         <10000,         <10000,120000,10000,         <10000,2010000
35,2010,Latin America-Caribbean,Brazil,173300000,40000,15410000,         <10000,250000,5540000,300000,110000,194950000
36,2010,Latin America-Caribbean,British Virgin Islands,20000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,30000
37,2010,Asia-Pacific,Brunei,40000,300000,         <10000,         <10000,30000,20000,         <10000,         <10000,400000
38,2010,Europe,Bulgaria,6150000,1020000,310000,         <10000,         <10000,         <10000,         <10000,         <10000,7490000
39,2010,Sub-Saharan Africa,Burkina Faso,3710000,10150000,70000,         <10000,         <10000,2530000,         <10000,         <10000,16470000
40,2010,Sub-Saharan Africa,Burundi,7670000,230000,         <10000,         <10000,         <10000,480000,         <10000,         <10000,8380000
41,2010,Asia-Pacific,Cambodia,50000,280000,30000,         <10000,13690000,80000,         <10000,         <10000,14140000
42,2010,Sub-Saharan Africa,Cameroon,13780000,3590000,1050000,         <10000,         <10000,650000,530000,         <10000,19600000
43,2010,North America,Canada,23470000,710000,8050000,470000,280000,390000,300000,350000,34020000
44,2010,Sub-Saharan Africa,Cape Verde,440000,         <10000,50000,         <10000,         <10000,         <10000,         <10000,         <10000,500000
45,2010,Latin America-Caribbean,Cayman Islands,50000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,60000
46,2010,Sub-Saharan Africa,Central African Republic,3940000,370000,40000,         <10000,         <10000,40000,         <10000,         <10000,4400000
47,2010,Sub-Saharan Africa,Chad,4560000,6210000,280000,         <10000,         <10000,160000,20000,         <10000,11230000
48,2010,Europe,Channel Islands,130000,         <10000,20000,         <10000,         <10000,         <10000,         <10000,         <10000,150000
49,2010,Latin America-Caribbean,Chile,15300000,         <10000,1470000,         <10000,10000,260000,30000,20000,17110000
50,2010,Asia-Pacific,China,68410000,24690000,700680000,20000,244110000,294300000,9080000,         <10000,1341310000
51,2010,Latin America-Caribbean,Colombia,42810000,10000,3050000,         <10000,         <10000,370000,40000,         <10000,46290000
52,2010,Sub-Saharan Africa,Comoros,         <10000,720000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,730000
53,2010,Sub-Saharan Africa,Republic of the Congo,3470000,50000,360000,         <10000,         <10000,110000,40000,         <10000,4040000
54,2010,Sub-Saharan Africa,Democratic Republic of the Congo,63210000,970000,1170000,30000,         <10000,490000,100000,         <10000,65970000
55,2010,Asia-Pacific,Cook Islands,20000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,20000
56,2010,Latin America-Caribbean,Costa Rica,4230000,         <10000,370000,         <10000,         <10000,40000,10000,         <10000,4660000
57,2010,Sub-Saharan Africa,Ivory Coast,8710000,7390000,1570000,         <10000,         <10000,2020000,30000,         <10000,19740000
58,2010,Europe,Croatia,4110000,60000,230000,         <10000,         <10000,         <10000,         <10000,         <10000,4400000
59,2010,Latin America-Caribbean,Cuba,6670000,         <10000,2590000,20000,         <10000,1960000,         <10000,         <10000,11260000
60,2010,Asia-Pacific,Cyprus,810000,280000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,1100000
61,2010,Europe,Czech Republic,2450000,         <10000,8020000,         <10000,         <10000,         <10000,         <10000,         <10000,10490000
62,2010,Europe,Denmark,4630000,230000,650000,20000,10000,         <10000,         <10000,         <10000,5550000
63,2010,Sub-Saharan Africa,Djibouti,20000,860000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,890000
64,2010,Latin America-Caribbean,Dominica,70000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,70000
65,2010,Latin America-Caribbean,Dominican Republic,8740000,         <10000,1080000,         <10000,         <10000,90000,10000,         <10000,9930000
66,2010,Latin America-Caribbean,Ecuador,13610000,         <10000,800000,         <10000,         <10000,40000,         <10000,         <10000,14460000
67,2010,Middle East-North Africa,Egypt,4120000,76990000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,81120000
68,2010,Latin America-Caribbean,El Salvador,5460000,         <10000,680000,         <10000,         <10000,30000,20000,         <10000,6190000
69,2010,Sub-Saharan Africa,Equatorial Guinea,620000,30000,30000,         <10000,         <10000,10000,         <10000,         <10000,700000
70,2010,Sub-Saharan Africa,Eritrea,3310000,1920000,         <10000,         <10000,         <10000,20000,         <10000,         <10000,5250000
71,2010,Europe,Estonia,540000,         <10000,800000,         <10000,         <10000,         <10000,         <10000,         <10000,1340000
72,2010,Sub-Saharan Africa,Ethiopia,52070000,28680000,50000,         <10000,         <10000,2130000,         <10000,         <10000,82950000
73,2010,Europe,Faeroe Islands,50000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,50000
74,2010,Latin America-Caribbean,Falkland Islands (Malvinas),         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
75,2010,Asia-Pacific,Fiji,550000,50000,         <10000,240000,         <10000,         <10000,         <10000,         <10000,860000
76,2010,Europe,Finland,4300000,40000,1020000,         <10000,         <10000,         <10000,         <10000,         <10000,5360000
77,2010,Europe,France,39560000,4710000,17580000,30000,280000,220000,100000,310000,62790000
78,2010,Latin America-Caribbean,French Guiana,200000,         <10000,         <10000,         <10000,         <10000,20000,         <10000,         <10000,230000
79,2010,Asia-Pacific,French Polynesia,250000,         <10000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,270000
80,2010,Sub-Saharan Africa,Gabon,1150000,170000,80000,         <10000,         <10000,90000,         <10000,         <10000,1510000
81,2010,Sub-Saharan Africa,Gambia,80000,1640000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,1730000
82,2010,Europe,Georgia,3850000,470000,30000,         <10000,         <10000,         <10000,         <10000,         <10000,4350000
83,2010,Europe,Germany,56540000,4760000,20350000,80000,210000,40000,100000,230000,82300000
84,2010,Sub-Saharan Africa,Ghana,18260000,3860000,1020000,         <10000,         <10000,1200000,40000,         <10000,24390000
85,2010,Europe,Gibraltar,30000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,30000
86,2010,Europe,Greece,10010000,610000,700000,20000,         <10000,10000,         <10000,         <10000,11360000
87,2010,North America,Greenland,50000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,60000
88,2010,Latin America-Caribbean,Grenada,100000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,100000
89,2010,Latin America-Caribbean,Guadeloupe,440000,         <10000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,460000
90,2010,Asia-Pacific,Guam,170000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,180000
91,2010,Latin America-Caribbean,Guatemala,13690000,         <10000,590000,         <10000,         <10000,80000,10000,         <10000,14390000
92,2010,Sub-Saharan Africa,Guinea,1090000,8430000,180000,         <10000,         <10000,270000,         <10000,         <10000,9980000
93,2010,Sub-Saharan Africa,Guinea-Bissau,300000,680000,70000,         <10000,         <10000,470000,         <10000,         <10000,1520000
94,2010,Latin America-Caribbean,Guyana,500000,50000,10000,190000,         <10000,         <10000,         <10000,         <10000,750000
95,2010,Latin America-Caribbean,Haiti,8690000,         <10000,1060000,         <10000,         <10000,220000,30000,         <10000,9990000
96,2010,Europe,Vatican City,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
97,2010,Latin America-Caribbean,Honduras,6660000,10000,790000,         <10000,         <10000,80000,40000,         <10000,7600000
98,2010,Asia-Pacific,Hong Kong,1010000,130000,3950000,30000,930000,900000,110000,         <10000,7050000
99,2010,Europe,Hungary,8090000,         <10000,1860000,         <10000,         <10000,         <10000,         <10000,10000,9980000
100,2010,Europe,Iceland,300000,         <10000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,320000
101,2010,Asia-Pacific,India,31130000,176200000,870000,973750000,9250000,5850000,27560000,10000,1224620000
102,2010,Asia-Pacific,Indonesia,23660000,209120000,240000,4050000,1720000,750000,340000,         <10000,239870000
103,2010,Asia-Pacific,Iran,110000,73570000,110000,20000,         <10000,         <10000,150000,         <10000,73980000
104,2010,Middle East-North Africa,Iraq,270000,31340000,40000,         <10000,         <10000,         <10000,20000,         <10000,31670000
105,2010,Europe,Ireland,4110000,50000,280000,10000,         <10000,         <10000,         <10000,         <10000,4470000
106,2010,Europe,Isle of Man,70000,         <10000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,80000
107,2010,Middle East-North Africa,Israel,150000,1380000,230000,         <10000,20000,20000,         <10000,5610000,7420000
108,2010,Europe,Italy,50440000,2220000,7500000,90000,110000,80000,60000,50000,60550000
109,2010,Latin America-Caribbean,Jamaica,2120000,         <10000,470000,         <10000,         <10000,120000,30000,         <10000,2740000
110,2010,Asia-Pacific,Japan,2030000,200000,72120000,30000,45820000,450000,5890000,         <10000,126540000
111,2010,Middle East-North Africa,Jordan,130000,6010000,         <10000,         <10000,20000,         <10000,         <10000,         <10000,6190000
112,2010,Asia-Pacific,Kazakhstan,3970000,11290000,670000,         <10000,40000,50000,20000,         <10000,16030000
113,2010,Sub-Saharan Africa,Kenya,34340000,3920000,1000000,60000,         <10000,690000,500000,         <10000,40510000
114,2010,Asia-Pacific,Kiribati,90000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,100000
115,2010,Europe,Kosovo,110000,1660000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,1770000
116,2010,Middle East-North Africa,Kuwait,390000,2030000,         <10000,230000,80000,         <10000,         <10000,         <10000,2740000
117,2010,Asia-Pacific,Kyrgyzstan,610000,4690000,20000,         <10000,         <10000,         <10000,         <10000,         <10000,5330000
118,2010,Asia-Pacific,Laos,90000,         <10000,50000,         <10000,4100000,1910000,50000,         <10000,6200000
119,2010,Europe,Latvia,1260000,         <10000,990000,         <10000,         <10000,         <10000,         <10000,         <10000,2250000
120,2010,Middle East-North Africa,Lebanon,1620000,2590000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,4230000
121,2010,Sub-Saharan Africa,Lesotho,2100000,         <10000,70000,         <10000,         <10000,         <10000,         <10000,         <10000,2170000
122,2010,Sub-Saharan Africa,Liberia,3430000,480000,60000,         <10000,         <10000,20000,         <10000,         <10000,3990000
123,2010,Middle East-North Africa,Libya,170000,6140000,10000,         <10000,20000,         <10000,         <10000,         <10000,6360000
124,2010,Europe,Liechtenstein,30000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,40000
125,2010,Europe,Lithuania,2980000,         <10000,330000,         <10000,         <10000,         <10000,         <10000,         <10000,3320000
126,2010,Europe,Luxembourg,360000,10000,140000,         <10000,         <10000,         <10000,         <10000,         <10000,510000
127,2010,Asia-Pacific,Macau,40000,         <10000,80000,         <10000,90000,320000,         <10000,         <10000,540000
128,2010,Europe,Republic of Macedonia,1220000,810000,30000,         <10000,         <10000,         <10000,         <10000,         <10000,2060000
129,2010,Sub-Saharan Africa,Madagascar,17680000,620000,1440000,10000,         <10000,940000,20000,         <10000,20710000
130,2010,Sub-Saharan Africa,Malawi,12320000,1930000,370000,         <10000,         <10000,260000,         <10000,         <10000,14900000
131,2010,Asia-Pacific,Malaysia,2670000,18100000,190000,1720000,5010000,650000,60000,         <10000,28400000
132,2010,Asia-Pacific,Maldives,         <10000,310000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,320000
133,2010,Sub-Saharan Africa,Mali,370000,14510000,70000,         <10000,         <10000,410000,         <10000,         <10000,15370000
134,2010,Europe,Malta,400000,         <10000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,420000
135,2010,Asia-Pacific,Marshall Islands,50000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,50000
136,2010,Latin America-Caribbean,Martinique,390000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,410000
137,2010,Sub-Saharan Africa,Mauritania,         <10000,3430000,         <10000,         <10000,         <10000,20000,         <10000,         <10000,3460000
138,2010,Sub-Saharan Africa,Mauritius,420000,220000,         <10000,630000,         <10000,         <10000,         <10000,         <10000,1300000
139,2010,Sub-Saharan Africa,Mayotte,         <10000,200000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,200000
140,2010,Latin America-Caribbean,Mexico,107910000,         <10000,5330000,         <10000,         <10000,70000,20000,70000,113420000
141,2010,Asia-Pacific,Federated States of Micronesia,110000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,110000
142,2010,Europe,Moldova,3480000,20000,50000,         <10000,         <10000,         <10000,         <10000,20000,3570000
143,2010,Europe,Monaco,30000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,40000
144,2010,Asia-Pacific,Mongolia,60000,90000,990000,         <10000,1520000,100000,         <10000,         <10000,2760000
145,2010,Europe,Montenegro,490000,120000,20000,         <10000,         <10000,         <10000,         <10000,         <10000,630000
146,2010,Latin America-Caribbean,Montserrat,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
147,2010,Middle East-North Africa,Morocco,20000,31930000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,31950000
148,2010,Sub-Saharan Africa,Mozambique,13260000,4200000,4200000,         <10000,         <10000,1720000,         <10000,         <10000,23390000
149,2010,Asia-Pacific,Burma (Myanmar),3750000,1900000,240000,820000,38410000,2760000,80000,         <10000,47960000
150,2010,Sub-Saharan Africa,Namibia,2230000,         <10000,40000,         <10000,         <10000,         <10000,         <10000,         <10000,2280000
151,2010,Asia-Pacific,Nauru,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,10000
152,2010,Asia-Pacific,Nepal,140000,1370000,80000,24170000,3080000,1100000,20000,         <10000,29960000
153,2010,Europe,Netherlands,8410000,1000000,6990000,80000,40000,30000,30000,30000,16610000
154,2010,Asia-Pacific,New Caledonia,210000,         <10000,30000,         <10000,         <10000,         <10000,         <10000,         <10000,250000
155,2010,Asia-Pacific,New Zealand,2490000,50000,1600000,90000,70000,20000,30000,         <10000,4370000
156,2010,Latin America-Caribbean,Nicaragua,4970000,         <10000,730000,         <10000,         <10000,80000,         <10000,         <10000,5790000
157,2010,Sub-Saharan Africa,Niger,120000,15270000,110000,         <10000,         <10000,         <10000,         <10000,         <10000,15510000
158,2010,Sub-Saharan Africa,Nigeria,78050000,77300000,680000,         <10000,10000,2290000,90000,         <10000,158420000
159,2010,Asia-Pacific,Niue,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
160,2010,Asia-Pacific,North Korea,480000,         <10000,17350000,         <10000,370000,3000000,3140000,         <10000,24350000
161,2010,Asia-Pacific,Northern Mariana Islands,40000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,50000
162,2010,Europe,Norway,4140000,180000,490000,20000,30000,         <10000,10000,         <10000,4880000
163,2010,Middle East-North Africa,Oman,180000,2390000,         <10000,150000,20000,         <10000,30000,         <10000,2780000
164,2010,Asia-Pacific,Pakistan,2750000,167410000,20000,3330000,20000,30000,20000,         <10000,173590000
165,2010,Asia-Pacific,Palau,20000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,20000
166,2010,Middle East-North Africa,Palestinian territories,100000,3940000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,4040000
167,2010,Latin America-Caribbean,Panama,3270000,30000,170000,         <10000,         <10000,20000,20000,10000,3520000
168,2010,Asia-Pacific,Papua New Guinea,6800000,         <10000,         <10000,         <10000,         <10000,30000,20000,         <10000,6860000
169,2010,Latin America-Caribbean,Paraguay,6250000,         <10000,70000,         <10000,         <10000,110000,10000,         <10000,6450000
170,2010,Latin America-Caribbean,Peru,27780000,         <10000,860000,         <10000,50000,290000,90000,         <10000,29080000
171,2010,Asia-Pacific,Philippines,86370000,5150000,90000,         <10000,80000,1430000,130000,         <10000,93260000
172,2010,Europe,Poland,36100000,         <10000,2150000,         <10000,         <10000,         <10000,         <10000,10000,38280000
173,2010,Europe,Portugal,9810000,30000,800000,         <10000,20000,10000,         <10000,         <10000,10680000
174,2010,Latin America-Caribbean,Puerto Rico,3630000,         <10000,70000,         <10000,10000,30000,         <10000,         <10000,3750000
175,2010,Middle East-North Africa,Qatar,240000,1190000,20000,240000,50000,         <10000,10000,         <10000,1760000
176,2010,Sub-Saharan Africa,Reunion,740000,40000,20000,40000,         <10000,         <10000,         <10000,         <10000,850000
177,2010,Europe,Romania,21380000,70000,20000,         <10000,         <10000,         <10000,         <10000,         <10000,21490000
178,2010,Europe,Russia,104750000,14290000,23180000,30000,170000,310000,         <10000,230000,142960000
179,2010,Sub-Saharan Africa,Rwanda,9920000,190000,380000,         <10000,         <10000,100000,20000,         <10000,10620000
180,2010,Sub-Saharan Africa,St. Helena,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
181,2010,Latin America-Caribbean,St. Kitts and Nevis,50000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,50000
182,2010,Latin America-Caribbean,St. Lucia,160000,         <10000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,170000
183,2010,North America,St. Pierre and Miquelon,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
184,2010,Latin America-Caribbean,St. Vincent and the Grenadines,100000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,110000
185,2010,Asia-Pacific,Samoa,180000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,180000
186,2010,Europe,San Marino,30000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,30000
187,2010,Sub-Saharan Africa,Sao Tome and Principe,140000,         <10000,20000,         <10000,         <10000,         <10000,         <10000,         <10000,170000
188,2010,Middle East-North Africa,Saudi Arabia,1200000,25520000,180000,310000,90000,70000,70000,         <10000,27450000
189,2010,Sub-Saharan Africa,Senegal,450000,11980000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,12430000
190,2010,Europe,Serbia,7490000,330000,260000,         <10000,         <10000,         <10000,         <10000,         <10000,8090000
191,2010,Sub-Saharan Africa,Seychelles,90000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,90000
192,2010,Sub-Saharan Africa,Sierra Leone,1230000,4580000,         <10000,         <10000,         <10000,50000,         <10000,         <10000,5870000
193,2010,Asia-Pacific,Singapore,920000,730000,830000,260000,1730000,120000,490000,         <10000,5090000
194,2010,Europe,Slovakia,4660000,         <10000,780000,         <10000,         <10000,         <10000,         <10000,         <10000,5460000
195,2010,Europe,Slovenia,1590000,70000,370000,         <10000,         <10000,         <10000,         <10000,         <10000,2030000
196,2010,Asia-Pacific,Solomon Islands,520000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,540000
197,2010,Sub-Saharan Africa,Somalia,         <10000,9310000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,9330000
198,2010,Sub-Saharan Africa,South Africa,40710000,860000,7450000,570000,100000,210000,170000,70000,50130000
199,2010,Asia-Pacific,South Korea,14170000,100000,22340000,         <10000,11050000,400000,110000,         <10000,48180000
200,2010,Europe,Spain,36240000,980000,8740000,20000,         <10000,20000,10000,60000,46080000
201,2010,Asia-Pacific,Sri Lanka,1530000,2040000,         <10000,2830000,14450000,         <10000,         <10000,         <10000,20860000
202,2010,Middle East-North Africa,Sudan,1810000,30490000,350000,         <10000,         <10000,950000,         <10000,         <10000,33600000
203,2010,Latin America-Caribbean,Suriname,270000,80000,30000,100000,         <10000,30000,         <10000,         <10000,520000
204,2010,Sub-Saharan Africa,Swaziland,1040000,         <10000,120000,         <10000,         <10000,10000,         <10000,         <10000,1190000
205,2010,Europe,Sweden,6310000,430000,2540000,20000,40000,20000,20000,10000,9380000
206,2010,Europe,Switzerland,5570000,380000,1600000,40000,40000,         <10000,10000,20000,7660000
207,2010,Middle East-North Africa,Syria,1060000,18930000,420000,         <10000,         <10000,         <10000,         <10000,         <10000,20410000
208,2010,Asia-Pacific,Taiwan,1280000,10000,2950000,         <10000,4950000,10260000,3760000,         <10000,23220000
209,2010,Asia-Pacific,Tajikistan,110000,6650000,100000,         <10000,         <10000,         <10000,         <10000,         <10000,6880000
210,2010,Sub-Saharan Africa,Tanzania,27540000,15770000,650000,50000,         <10000,800000,30000,         <10000,44840000
211,2010,Asia-Pacific,Thailand,600000,3770000,190000,70000,64420000,60000,         <10000,         <10000,69120000
212,2010,Asia-Pacific,Timor-Leste,1120000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,1120000
213,2010,Sub-Saharan Africa,Togo,2640000,840000,370000,         <10000,         <10000,2150000,30000,         <10000,6030000
214,2010,Asia-Pacific,Tokelau,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
215,2010,Asia-Pacific,Tonga,100000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,100000
216,2010,Latin America-Caribbean,Trinidad and Tobago,880000,80000,30000,300000,         <10000,30000,20000,         <10000,1340000
217,2010,Middle East-North Africa,Tunisia,20000,10430000,20000,         <10000,         <10000,         <10000,         <10000,         <10000,10480000
218,2010,Asia-Pacific,Turkey,320000,71330000,860000,         <10000,40000,20000,150000,20000,72750000
219,2010,Asia-Pacific,Turkmenistan,320000,4690000,30000,         <10000,         <10000,         <10000,         <10000,         <10000,5040000
220,2010,Latin America-Caribbean,Turks and Caicos Islands,30000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,30000
221,2010,Asia-Pacific,Tuvalu,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
222,2010,Sub-Saharan Africa,Uganda,28980000,3840000,170000,100000,         <10000,290000,40000,         <10000,33420000
223,2010,Europe,Ukraine,38100000,560000,6690000,10000,20000,         <10000,         <10000,50000,45450000
224,2010,Middle East-North Africa,United Arab Emirates,940000,5780000,90000,490000,150000,         <10000,60000,         <10000,7510000
225,2010,Europe,United Kingdom,39890000,2960000,17220000,890000,280000,60000,460000,290000,62040000
226,2010,North America,United States,243060000,2770000,50980000,1790000,3570000,630000,1900000,5690000,310380000
227,2010,Latin America-Caribbean,U.S. Virgin Islands,100000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,110000
228,2010,Latin America-Caribbean,Uruguay,1950000,         <10000,1370000,         <10000,         <10000,30000,         <10000,         <10000,3370000
229,2010,Asia-Pacific,Uzbekistan,630000,26550000,220000,         <10000,10000,10000,         <10000,10000,27450000
230,2010,Asia-Pacific,Vanuatu,220000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,240000
231,2010,Latin America-Caribbean,Venezuela,25890000,90000,2900000,         <10000,         <10000,60000,20000,         <10000,28980000
232,2010,Asia-Pacific,Vietnam,7170000,160000,26040000,         <10000,14380000,39750000,350000,         <10000,87850000
233,2010,Asia-Pacific,Wallis and Futuna,10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,10000
234,2010,Middle East-North Africa,Western Sahara,         <10000,530000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,530000
235,2010,Middle East-North Africa,Yemen,40000,23830000,20000,150000,         <10000,         <10000,         <10000,         <10000,24050000
236,2010,Sub-Saharan Africa,Zambia,12770000,70000,70000,10000,         <10000,40000,120000,         <10000,13090000
237,2010,Sub-Saharan Africa,Zimbabwe,10930000,110000,990000,         <10000,         <10000,480000,40000,10000,12570000
238,2010,Sub-Saharan Africa,South Sudan,6010000,610000,50000,         <10000,         <10000,3270000,         <10000,         <10000,9950000
239,2010,Latin America-Caribbean,Curacao,140000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,150000
240,2010,Latin America-Caribbean,Sint Maarten,40000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,40000
241,2010,Latin America-Caribbean,Caribbean Netherlands,20000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,20000
249,2020,Asia-Pacific,Afghanistan,40000,40610000,         <10000,10000,         <10000,         <10000,30000,         <10000,40720000
250,2020,Europe,Albania,540000,2640000,30000,         <10000,         <10000,         <10000,         <10000,         <10000,3220000
251,2020,Middle East-North Africa,Algeria,70000,39430000,740000,         <10000,         <10000,10000,         <10000,         <10000,40270000
252,2020,Asia-Pacific,American Samoa,60000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,60000
253,2020,Europe,Andorra,70000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,80000
254,2020,Sub-Saharan Africa,Angola,22190000,50000,1270000,         <10000,         <10000,1020000,         <10000,         <10000,24530000
